408	1.9106332362490184
409	1.9106332362490184
1638	1.9106332362490184
1639	1.9106332362490184
2456	1.9106332362490184
2457	1.9106332362490184
3686	1.9106332362490184
3687	1.9106332362490184
1	2.411864997362827
255	2.411864997362827
511	2.411864997362827
768	2.411864997362827
1024	2.411864997362827
1279	2.411864997362827
1280	2.411864997362827
1535	2.411864997362827
1536	2.411864997362827
1664	2.411864997362827
1791	2.411864997362827
1792	2.411864997362827
2047	2.411864997362827
2048	2.411864997362827
2304	2.411864997362827
2432	2.411864997362827
2560	2.411864997362827
2688	2.411864997362827
2815	2.411864997362827
2816	2.411864997362827
3071	2.411864997362827
3072	2.411864997362827
3200	2.411864997362827
3327	2.411864997362827
3328	2.411864997362827
3456	2.411864997362827
3583	2.411864997362827
3584	2.411864997362827
3840	2.411864997362827
4094	2.411864997362827
4095	2.411864997362827
4096	2.411864997362827